,Mineral Name,RRUFF Chemistry (plain),IMA Chemistry (plain),Chemistry Elements,IMA Number,RRUFF IDs,Country of Type Locality,Year First Published,IMA Status,Structural Groupname,Fleischers Groupname,Status Notes,Crystal Systems,Space Groups,Oldest Known Age (Ma),Valence Elements,Paragenetic Modes
4540,Rockbridgeite,(Fe2+0.5Fe3+0.5)2Fe3+3(PO4)3(OH)5,(Fe2+0.5Fe3+0.5)2Fe3+3(PO4)3(OH)5,Fe P O H,nan,R060858 R070594,USA,1949,"Approved,Grandfathered",Rockbridgeite, ,"Frondel C (1949) The dufrenite problem, American Mineralogist 34, 513-540",orthorhombic,Bbmm,2046.0,Fe^2+ Fe^3+ P O H,"Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
4541,Rodalquilarite,H3Fe3+2(Te4+O3)4Cl,H3Fe3+2(Te4+O3)4Cl,H Fe Te O Cl,IMA1967-040,R061063 R130549,Spain,1967,Approved, , ,"Sierra Lopez J, Leal G, Pierrot R, Laurent Y, Protas J, Dusaoy Y (1968) La rodalquilarite, chlorotellurite de fer, une nouvelle espèce minérale, Bulletin de la Société Française de Minéralogie et de Cristallographie 91, 28-33",triclinic,P-1,145.0,H Fe^3+ Te^4+ O Cl,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
4542,Rodolicoite,Fe3+PO4,Fe3+(PO4),Fe P O,IMA1995-038,nan,Italy,1995,Approved,Quartz,berlinite,"Ciprani C, Mellini M, Pratesi G, Viti C (1997) Rodolicoite and grattarolaite, two new phosphate minerals from Santa Barbara mine, Italy, European Journal of Mineralogy 9, 1101-1106",hexagonal,P3_121,,Fe^3+ P O,"Biotic, Secondary; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM52 - Guano- and urine-derived minerals, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
4543,Roeblingite,Pb2+2Ca6Mn2+(Si3O9)2(S6+O4)2(OH)2·4H2O,Ca6Mn2+Pb2(Si3O9)2(SO4)2(OH)2·4H2O,Ca Mn Pb Si O S H,nan,R070713 R140328,USA,1897,"Approved,Grandfathered", , ,"Penfield S L, Foote H W (1897) On roeblingite, a new silicate from Franklin Furnace, N. J., containing sulphur dioxide and lead, The American Journal of Science 153, 413-415",monoclinic,C2/m,1898.0,Pb^2+ Ca Mn^2+ Si O S^6+ H,"Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
4544,Roedderite,KNaMg2(Mg3Si12)O30,KNaMg2(Mg3Si12)O30,K Na Mg Si O,IMA1965-023,R141093,Azerbaijan,1965,Approved,Milarite,milarite,"Fuchs L H, Frondel C, Klein C (1966) Roedderite, a new mineral from the Indarch Meteorite, American Mineralogist 51, 949-955",hexagonal,P6/mcc|P-62c,4620.0,K Na Mg Si O,"Abiotic, Primary, Secondary; Stage 1: Primary nebular phases, PM4 - Primary chondrule phases, Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases, PM6 - Secondary asteroid phases, Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals"
4545,Rogermitchellite,Na6Sr12Ba2Zr4+13Si39B6O123(OH)14·10H2O,Na6Sr12Ba2Zr13Si39B6O123(OH)14·10H2O,Na Sr Ba Zr Si B O H,IMA2003-019,nan,Canada,2003,Approved, , ,"McDonald A M, Chao G Y (2010) Rogermitchellite, Na_12_(Sr,Na)_24_Ba_4_Zr_26_Si_78_(B,Si)_12_O_246_(OH)_24_·18H_2_O, a new mineral species from Mont Saint-Hilaire, Quebec: Description, structure determination and relationship with HFSE-bearing cyclosilicates, The Canadian Mineralogist 48, 267-278",hexagonal,P-3c1,124.0,Na Sr Ba Zr^4+ Si B O H,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
4546,Roggianite,Ca2BeAl2Si4O13(OH)2·nH2O (n < 2.5),Ca2BeAl2Si4O13(OH)2·nH2O (n < 2.5),Ca Be Al Si O H,IMA1968-015,nan,Italy,1968,Approved, ,zeolite,"Passaglia E (1969) Roggianite, a new silicate mineral, Clay Minerals 8, 107-111

Chemical formula changed from Na_2_Ca_12_Al_16_[Si_26_Al_2_]O_52_(OH)_80_ to Ca_2_BeAl_2_Si_4_O_13_(OH)_2_·2.5H_2_O:
Passaglia E, Vezzalini G (1988) Roggianite: revised chemical formula and zeolitic properties, Mineralogical Magazine 52, 201-206

Chemical formula changed again:
Giuseppetti G, Mazzi F, Tadini C, Galli E (1991) The revised crystal structure of roggianite: Ca_2_[Be(OH)_2_Al_2_Si_4_O_13_]<2.5(H_2_O), Neues Jahrbuch für Mineralogie, Monatshefte 1991, 307-314
",tetragonal,I4/mcm,250.0,Ca Be Al Si O H,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration"
4547,Rohaite,"(Tl,Pb,K)2Cu8.7Sb2S4","(Tl,Pb,K)2Cu8.7Sb2S4",Tl Pb K Cu Sb S,IMA1973-043,nan,Denmark (Greenland),1973,Approved, , ,"Karup-Møller S (1978) Primary and secondary ore minerals associated with cuprostibite, Bulletin Grønlands Geologiske Undersøgelse 126, 23-47",orthorhombic|tetragonal,nan,1160.0,Tl Pb K Cu Sb S,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM33 - Hydrothermal metal deposits"
4548,Rokühnite,Fe2+Cl2·2H2O,FeCl2·2H2O,Fe Cl H O,IMA1979-036,nan,Germany,1979,Approved, , ,"von Hodenberg R, von Struensee G (1980) Rokühnite, FeCl_2_·2H_2_O, a new mineral, Neues Jahrbuch für Mineralogie, Monatshefte 1980, 125-130",monoclinic,C2/m,1761.3,Fe^2+ Cl H O,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
4549,Rollandite,Cu2+3(As5+O4)2·4H2O,Cu3(AsO4)2·4H2O,Cu As O H,IMA1998-001,nan,France,1998,Approved, , ,"Sarp H, Cerný R (2000) Rollandite, Cu_3_(AsO_4_)_2_·4H_2_O, a new mineral: its description and crystal structure, European Journal of Mineralogy 12, 1045-1050",orthorhombic,Pnma,251.0,Cu^2+ As^5+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
4550,Romanèchite,"(Ba,H2O)2(Mn4+,Mn3+)5O10","(Ba,H2O)2(Mn4+,Mn3+)5O10",Ba H O Mn,IMA1982 s.p.,R060337,France,1900,Approved, ,coronadite,"Listed in the museum collection without description:
Lacroix A (1900) VII. Sélénites, téllurites, manganites et plumbates b) Manganites: romanéchite, in Collection de Minéralogie du Muséum d'Histoire Naturelle, Laboratoire de Minéralogie (Paris) 28-29",monoclinic,C2/m,2400.0,Ba H O Mn^4+ Mn^3+,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM49 - Oxic cellular biomineralization"
4551,Romanorlovite,K11Cu2+9Cl25(OH)4·2H2O,K11Cu9Cl25(OH)4·2H2O,K Cu Cl O H,IMA2014-011,nan,Russia,2014,Approved, , ,"Pekov I V, Yapaskurt V O, Britvin S N, Vigasina M F, Lykova I S, Zubkova N V, Krivovichev S V, Sidorov E G (2016) Romanorlovite, a new copper and potassium hydroxychloride from the Tolbachik volcano, Kamchatka, Russia. Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 145(4), 36-46 
",tetragonal,I4/mmm,3.6e-05,K Cu^2+ Cl O H,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
4552,Romarchite,Sn2+O,SnO,Sn O,IMA1969-006,R080006,Canada,1969,Approved, , ,"Organ R M, Mandarino J A (1971) Abstract: Romarchite and hydroromarchite, two new stannous minerals, The Canadian Mineralogist 10, 916-916",tetragonal,P4/nmm,541.0,Sn^2+ O,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM57 - Other minerals formed by human processes"
4553,Römerite,Fe2+Fe3+2(S6+O4)4·14H2O,Fe2+Fe3+2(SO4)4·14H2O,Fe S O H,nan,R060238 R060820,Germany,1858,"Approved,Grandfathered",Römerite, ,"Grailich J (1858) Der Römerit, ein neues Mineral aus dem Rammelsberge, nebst Bemerkungen über die Bleiglätte, Sitzungsberichte der Kaiserlichen Akademie der Wissenschaften 28, 272-288",triclinic,P-1,2500.0,Fe^2+ Fe^3+ S^6+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering"
4554,Rondorfite,Ca8Mg(SiO4)4Cl2,Ca8Mg(SiO4)4Cl2,Ca Mg Si O Cl,IMA1997-013,nan,Germany,1997,Approved, , ,"Mihajlovic T, Lengauer C L, Ntaflos T, Lolitsch U, Tillmanns E (2004) Two new minerals, rondorfite, Ca8Mg[SiO4]4Cl2, and almarudite, K([box],Na)_2_(Mn,Fe,Mg)_2_(Be,Al)_3_[Si_12_O_30_], and a study of iron-rich wadalite, Ca_12_[(Al_8_Si_4_Fe_2_)O_32_]Cl_6_, from the Bellerberg (Bellberg) volcano, Eifel, Germany, Neues Jahrbuch für Mineralogie, Abhandlungen 179, 265-294",cubic|triclinic,P1|Fd3,354.0,Ca Mg Si O Cl,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
4555,Rongibbsite,Pb2+2(AlSi4)O11(OH),Pb2(Si4Al)O11(OH),Pb Si Al O H,IMA2010-055,R100031,USA,2010,Approved,Not in a structural group, ,"Yang H, Downs R T, Evans S H, Jenkins R A, Bloch E M (2013) Rongibbsite, Pb<sub>2</sub>(Si<sub>4</sub>Al)O<sub>11</sub>(OH), a new zeolitic aluminosilicate mineral with an interrupted framework from Maricopa County, Arizona, U.S.A., American Mineralogist 98, 236-241",monoclinic,C2/m|I2/m,,Pb^2+ Al Si O H,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM33 - Hydrothermal metal deposits"
4556,Ronneburgite,K2Mn2+V5+4O12,K2MnV4O12,K Mn V O,IMA1998-069,nan,Germany,1998,Approved, , ,"Witzke T, Zhen S, Seff K, Doering T, Nasdala L, Kolitsch U (2001) Ronneburgite, K_2_MnV_4_O_12_, a new mineral from Ronneburg, Thuringia, Germany: description and crystal structure, American Mineralogist 86, 1081-1086",monoclinic,P2_1/n,,K Mn^2+ V^5+ O,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
4557,Röntgenite-(Ce),Ca2Ce3(CO3)5F3,Ca2Ce3(CO3)5F3,Ca Ce C O F,IMA1987 s.p.,nan,Denmark (Greenland),1953,"Approved,Renamed", ,parisite,"Donnay G (1953) Roentgenite, 3CeFCO_3_·2CaCO_3_, a new mineral from Greenland, American Mineralogist 38, 868-871

Name changed from rontgenite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042",hexagonal,R3,1300.0,Ca Ce C O F,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
4558,Rooseveltite,Bi3+As5+O4,Bi(AsO4),Bi As O,nan,R060804,Bolivia,1946,"Approved,Grandfathered",Monazite,monazite,"Herzenberg R (1946) Rooseveltita, in Nuevos Minerales de Bolivia, 10-11",monoclinic,P2_1/n,411.0,Bi^3+ As^5+ O,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
4559,Roquesite,Cu1+In3+S2-2,CuInS2,Cu In S,IMA1962-001,nan,France,1962,"Approved,Renamed",Chalcopyrite,chalcopyrite,"Picot P, Pierrot R (1963) La roquésite, premier minéral d'indium : CuInS_2_, Bulletin de la Société Française de Minéralogie et de Cristallographie 86, 7-14",tetragonal,I-42d,2716.0,Cu^1+ In^3+ S^2-,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
4560,Rorisite,CaClF,CaClF,Ca Cl F,IMA1989-015,nan,Russia,1989,Approved,Matlockite,matlockite,"Chesnokov B V, Nishanbaev T P, Bazhenova L F (1990) Rorisite CaFCl - a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 119(3), 73-76",tetragonal,P4/nmm,300.0,Ca Cl F,"Biotic; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
4561,Rosasite,Cu2+Zn2+CO3(OH)2,CuZn(CO3)(OH)2,Cu Zn C O H,nan,R050294 R100077 R120007,Italy,1908,"Approved,Grandfathered",Malachite,rosasite,"Lovisato D (1908) Rosasite, nuovo minerale della miniera di Rosas (Sulcis, Sardegna), Atti della Reale Accademia dei Lincei 17, 723-728

Chemical formula changed from (Cu,Zn)_2_CO_3_(OH)_2_ because the Cu and Zn are found to order into distinct crystallographic sites:
Perchiazzi N (2006) Crystal structure determination and Rietveld refinement of rosasite and mcguinnessite, Zeitschrift für Kristallographie Supplement 23, 505-510 ",monoclinic,P2_1/a,3350.0,Cu^2+ Zn^2+ C O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
4562,Roscherite,Ca2Mn2+5Be4(PO4)6(OH)4·6H2O,Ca2Mn2+5Be4(PO4)6(OH)4·6H2O,Ca Mn Be P O H,nan,R070308 R130054,Germany,1914,"Approved,Grandfathered",Roscherite,roscherite,"Slavík F (1914) Neue Phosphate vom Greifenstein bei Ehrenfriedersdorf, Bulletin International. Resumés des Travaux Présentes. Classe des Sciences Mathématiques Naturelles et de la Médecine 19, 108-123

Chemical formula revised:
Lindberg M L (1958) The beryllium content of roscherite from the Sapacaia pegmatite mine, Minas Gerais, Brazil, and from other localities. American Mineralogist 43, 824-838",triclinic,C-1,1702.0,Ca Mn^2+ Be P O H,"Abiotic, Biotic, Primary, Secondary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
4563,Roscoelite,KV3+2(Si3Al)O10(OH)2,KV3+2(Si3Al)O10(OH)2,K V Si Al O H,IMA1998 s.p.,nan,USA,1876,Approved,Mica,mica-true micas,"Blake J (1876) On roscoelite, a vanadium mica, The American Journal of Science and Arts 112, 31-32",nan,nan,2680.0,K V^3+ Si Al O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals"
4564,Roselite,Ca2Co2+(As5+O4)2·2H2O,Ca2Co(AsO4)2·2H2O,Ca Co As O H,nan,R100191 R150066,Germany,1824,"Approved,Grandfathered",Roselite,roselite,"Levy M, Children J G (1824) Account of a new mineral substance, The Annals of Philosophy 8, 439-442",monoclinic,P2_1/c,1530.0,Ca Co^2+ As^5+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
4565,Rosemaryite,[box]NaMn2+(Fe3+Al)(PO4)3,[box]NaMn2+(Fe3+Al)(PO4)3,Na Mn Fe Al P O,IMA1979 s.p.,R140519,USA,1979,Approved,Alluaudite-Wyllieite,wyllieite,"Moore P B, Ito J (1979) Alluaudites, wyllieites, arrojadites: crystal chemistry and nomenclature, Mineralogical Magazine 43, 227-235",monoclinic,P2_1/n,1702.0,Na Mn^2+ Fe^3+ Al P O,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
4566,Rosenbergite,AlF[F0.5(H2O)0.5]4·H2O,AlF[F0.5(H2O)0.5]4·H2O,Al F H O,IMA1992-046,nan,Italy,1992,Approved,Rosenbergite, ,"Olmi F, Sabelli C, Trosti-Ferroni R (1993) Rosenbergite, AlF[F_0.5_(H_2_O)_0.5_]_4_·H_2_O, a new mineral from the Cetine mine (Tuscany, Italy): description and crystal structure, European Journal of Mineralogy 5, 1167-1174",tetragonal,P4/n,536.5,Al F H O,"Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
4567,Rosenbuschite,Ca6Zr4+2Na6Zr4+Ti4+(Si2O7)4(OF)2F4,Ca6Zr2Na6ZrTi(Si2O7)4(OF)2F4,Ca Zr Na Ti Si O F,IMA2016 s.p.,nan,Norway,1887,"Approved,Redefined",Seidozerite-Rinkite,rosenbuschite,"Brögger W C (1887) Forelöbig meddelelse om mineralerne på de sydnorske augit- og nefelinsyeniters grovkornige gange, Geologiska Föreningens i Stockholm Förhandlingar 9, 247-274

Chemical formula changed from (Ca,Na)_6_(Zr,Ti)_2_(Si_2_O_7_)_2_(F,O)_4_ to Ca_6_Zr_2_Na_6_ZrTi(Si_2_O_7_)_4_(OF)_2_F_4_:
Sokolova E (2006) From structure topology to chemical composition. I. Structural hierarchy and stereochemistry in titanium disilicate minerals, The Canadian Mineralogist 44, 1273-1330",triclinic,P-1,1489.0,Ca Zr^4+ Na Ti^4+ Si O F,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
4568,Rosenhahnite,Ca3Si3O8(OH)2,Ca3Si3O8(OH)2,Ca Si O H,IMA1965-030,nan,USA,1965,Approved, , ,"Pabst A, Gross E B, Alfors J T (1967) Rosenhahnite, a new hydrous calcium silicate from Mendocino County, California, American Mineralogist 52, 336-351",triclinic,P-1,,Ca Si O H,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration"
4569,Roshchinite,"(Ag1+,Cu1+)19Pb2+10Sb3+51S2-96","(Ag,Cu)19Pb10Sb51S96",Ag Cu Pb Sb S,IMA1989-006,nan,Kazakhstan,1989,Approved,Lillianite, ,"Spiridov E M, Petrova I B, Dashevskaya D M, Balashov H E (1990) Roshchinite - new mineral of the andorite group, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 119(5), 32-43",orthorhombic,Pmna,,Ag^1+ Cu^1+ Pb^2+ Sb^3+ S^2-,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
4570,Rosiaite,Pb2+Sb5+2O6,PbSb2O6,Pb Sb O,IMA1995-021,R070384,Italy,1995,Approved, , ,"Basso R, Lucchetti G, Zefiro L, Palenzona A (1996) Rosiaite, PbSb_2_O_6_, a new mineral from the Cetine mine, Siena, Italy, European Journal of Mineralogy 8, 487-492",hexagonal,P-31m,387.0,Pb^2+ Sb^5+ O,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
4571,Rosickýite,S,S,S,nan,nan,Czech Republic,1931,"Approved,Grandfathered", , ,"Sekanina J (1931) Rosickýit, die natürliche γ-Schwefelmodifikation. Zeitschrift für Kristallographie 80, 174-189",monoclinic,"P2/c|P2_1/n, P2/n",405.0,S,"Abiotic, Biotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM11 - Volcanic fumarole minerals, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM49 - Oxic cellular biomineralization, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
4572,Rosièresite,PbxCuyAlz(PO4)m·nH2O,"[Pb,Cu,Al,PO4,H2O] (?)",Pb Cu Al P O H,nan,nan,France,1841,"Approved,Questionable mineral species", , ,"The mineral is described but not named:
Berthier M P (1841) Analyse d'un phosphate d'alumine plombifère de rosières (département du Tarn), Annales des Mines 19, 669-674

The mineral is named:
Lacroix A (1910) Rosiérésite, Minéralogie de la France et de ses Colonies 4, 532-533",nan,nan,0.0,Pb Cu Al P O H,"Biotic; Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
4573,Rossiantonite,Al3(PO4)(S6+O4)2(OH)2·14H2O,Al3(PO4)(SO4)2(OH)2(H2O)10·4H2O,Al P O S H,IMA2012-056,nan,Venezuela,2012,Approved,Not in a structural group, ,"Galli E, Brigatti M F, Malferrari D, Sauro F, de Waele J (2013) Rossiantonite, Al_3_(PO_4_)(SO_4_)_2_(OH)_2_(H_2_O)_10_·4H_2_O, a new hydrated aluminum phosphate-sulfate mineral from Chimanta massif, Venezuela: Description and crystal structure. American Mineralogist 98, 1906-1913",triclinic,P-1,,Al P O S^6+ H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
4574,Rossite,Ca(V5+O3)2·4H2O,Ca(VO3)2·4H2O,Ca V O H,nan,nan,USA,1927,"Approved,Grandfathered", ,rossite,"Foshag W F, Hess F L (1927) Rossite and metarossite; two new vanadates from Colorado, Proceedings of the United States National Museum 72, 1-12",triclinic,P-1,1750.0,Ca V^5+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
4575,Rösslerite,Mg(As5+O3OH)·7H2O,Mg(AsO3OH)·7H2O,Mg As O H,nan,nan,Germany,1861,"Approved,Grandfathered", , ,"Blum R (1861) Rösslerit, ein neues Mineral, Jahresbericht der Wetterauischen Gesellschaft für die Gesammte Naturkunde zu Hanau 1861, 32-36",monoclinic,C2/c,1650.0,Mg As^5+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
4576,Rossmanite,[box](LiAl2)Al6(Si6O18)(BO3)3(OH)3OH,[box](Al2Li)Al6(Si6O18)(BO3)3(OH)3(OH),Al Li Si O B H,IMA1996-018,R070680 R070702,Czech Republic,1996,Approved,Tourmaline,tourmaline,"Selway J B, Novák M, Hawthorne F C, Cerný P, Ottolini Luisa, Kyser T K (1998) Rossmanite, [box](LiAl_2_)Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_4_, a new alkali-deficient tourmaline: description and crystal structure, American Mineralogist 83, 896-900",hexagonal,R3m,2660.0,Li Al Si O B H,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, PM23 - Subaerial alteration, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
4577,Rossovskyite,"(Fe3+,Ta5+)(Nb5+,Ti4+)O4","(Fe3+,Ta)(Nb,Ti)O4",Fe Ta Nb Ti O,IMA2014-056,nan,Mongolia,2014,Approved,Columbite, ,"Konovalenko S I, Ananyev S A, Chukanov N V, Rastsvetaeva R K, Aksenov S M, Baeva A A, Gainov R R, Vagizov F G, Lopatin O N, Nebera T S (2015) A new mineral species rossovskyite, (Fe^3+^,Ta)(Nb,Ti)O_4_: crystal chemistry and physical properties. Physics and Chemistry of Minerals 42, 825-833",monoclinic,P2/c,,Fe^3+ Ta^5+ Nb^5+ Ti^4+ O,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
4578,Rostite,AlS6+O4(OH)·5H2O,Al(SO4)(OH)·5H2O,Al S O H,IMA1998 s.p.,R061001,Czech Republic,1979,"Approved,Redefined",Khademite, ,"Cech F (1979) Rostite, a new name for orthorhombic Al(SO_4_)(OH)·5H_2_O, Neues Jahrbuch für Mineralogie, Monatshefte 1979, 193-196",orthorhombic,Pcab,326.0,Al S^6+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
4579,Roterbärite,Cu1+Pd2+Bi3+Se2-3,PdCuBiSe3,Pd Cu Bi Se,IMA2019-043,nan,Germany,2019,Approved,Lapieite, ,"Vymazalová A, Cabral A R, Laufek F, Ließmann W, Stanley C J, Lehmann B (2020) Roterbärite, PdCuBiSe_3_, a new mineral species from the Roter Bär mine, Harz Mountains, Germany. Mineralogy and Petrology 114, 443-451",orthorhombic,P2_12_12_1,,Cu^1+ Pd^2+ Bi^3+ Se^2-,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
4580,Rouaite,Cu2+2N5+O3(OH)3,Cu2(NO3)(OH)3,Cu N O H,IMA1999-010,R080086,France,1999,Approved, , ,"Sarp H, Cerný R, Guenee L (2001) Rouaite, Cu_2_(NO_3_)(OH)_3_, un nouveau minéral: sa description et sa structure cristalline (Alpes-Maritimes, France), Riviéra Scientifique 85, 3-12",monoclinic,P2_1,2700.0,Cu^2+ N^5+ O H,"Biotic, Secondary; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM52 - Guano- and urine-derived minerals, Stage 10b: Anthropogenic minerals, PM56 - Slag and smelter minerals"
4581,Roubaultite,Cu2+2O2(U6+O2)3(CO3)2(OH)2·4H2O,Cu2O2(UO2)3(CO3)2(OH)2·4H2O,Cu O U C H,IMA1970-030,R080131,Democratic Republic of the Congo,1970,Approved, , ,"Cesbron F, Pierrot R, Verbeek T (1970) La roubaultite Cu_2_(UO_2_)_3_(OH)_10_·5H_2_O, une nouvelle espèce minérale, Bulletin de la Société Française de Minéralogie et de Cristallographie 93, 550-554",triclinic,P-1,1800.0,Cu^2+ O U^6+ C H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
4582,Roumaite,"(Nb5+,Ti4+)(Ca,Na,[box])3(Ca,Ce)4(Si2O7)2(OH)F3","(Nb,Ti)(Ca,Na,[box])3(Ca,REE)4(Si2O7)2(OH)F3",Nb Ti Ca Na REE Si O H F,IMA2008-024,nan,Guinea,2008,Approved, , ,"Biagioni C, Bonaccorsi E, Merlino S, Parodi G C, Perchiazzi N, Chevrier V, Bersani D (2010) Roumaite, (Ca,Na,[box])<sub>3</sub>(Ca,REE,Na)<sub>4</sub>(Nb,Ti)[Si<sub>2</sub>O<sub>7</sub>]<sub>2</sub>(OH)F<sub>3</sub>, from Rouma Island, Los Archipelago, Guinea: A new mineral species related to dovyrenite, The Canadian Mineralogist 48, 17-28",monoclinic,Cc,106.0,Nb^5+ Ti^4+ Ca Na Ce Si O H F,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
